iata;oaci;continent;latitude;longitude;municipality;country
YYQ;CYYQ;NA;58.739.200.592.041.000;'-94.06500244140625;Churchill;CA
YYR;CYYR;NA;533.191.986.084;'-60.4258003235;Goose Bay;CA
YYT;CYYT;NA;47.618.599;'-52.7519;St. John's;CA
YYU;CYYU;NA;49.411.587;'-82.469645;Kapuskasing;CA
YYW;CYYW;NA;5.029.029.846.191.400;'-88.90969848632812;Armstrong;CA
YYY;CYYY;NA;4.860.860.061.645.500;'-68.20809936523438;Mont-Joli;CA
YYZ;CYYZ;NA;436.772;'-79.6306;Toronto;CA
YZA;;NA;50.775.258;'-121.321314;Cache Creek;CA
YZE;CYZE;NA;458.853;'-82.567802;Gore Bay;CA
YZF;CYZF;NA;62.462.799;'-114.440002;Yellowknife;CA
YZG;CYZG;NA;62.179.401;'-75.667198;Salluit;CA
YZH;CYZH;NA;55.292.945;'-114.777276;Slave Lake;CA
YZP;CYZP;NA;5.325.429.916.379.990;'-131.813995361;Sandspit;CA
YZR;CYZR;NA;42.999.401;'-82.308899;Sarnia;CA
YZS;CYZS;NA;641.932.983.398;'-83.3593978882;Coral Harbour;CA
YZT;CYZT;NA;50.680.599.212.646.400;'-127.36699676513672;Port Hardy;CA
YZU;CYZU;NA;54.143.902;'-115.787003;Whitecourt;CA
YZV;CYZV;NA;5.022.330.093.383.780;'-66.2656021118164;Sept-Îles;CA
YZW;CYZW;NA;6.017.279.815.673.820;'-132.7429962158203;Teslin;CA
YZX;CYZX;NA;4.498.440.170.288.080;'-64.91690063476562;Greenwood;CA
YZY;ZLZY;AS;38.801.899;100.675.003;Zhangye (Ganzhou);CN
YZZ;;NA;49.055.599;'-117.609001;Trail;CA
ZAC;CZAC;NA;56.089.401;'-96.089203;York Landing;CA
ZAD;LDZD;EU;44.094.988;15.354.879;Zemunik Donji (Zadar);HR
ZAG;LDZA;EU;45.742.901;160.688;Velika Gorica;HR
ZAH;OIZH;AS;2.947.570.037.841.790;6.090.620.040.893.550;Zahedan;IR
ZAJ;OAZJ;AS;30.972.222;61.865.833;Zaranj;AF
ZAL;SCVD;SA;'-39.6500015259;'-73.0860977173;Valdivia;CL
ZAM;RPMZ;AS;692.242;122.059.998;Zamboanga;PH
ZAO;LFCC;EU;44.351.398;147.528;Cahors;FR
ZAR;DNZA;AF;111.302;768.581;Zaria;NG
ZAT;ZPZT;AS;27.327.549;10.375.617;Zhaotong (Zhaoyang);CN
ZAZ;LEZG;EU;41.666.199;'-1.04155;Zaragoza;ES
ZBE;LKZA;EU;49.928.258;18.075.557;Dolní Benešov;CZ
ZBF;CZBF;NA;476.297;'-65.738899;South Tetagouche;CA
ZBM;CZBM;NA;45.290.798;'-72.741402;Bromont;CA
ZBO;YBWN;OC;'-20.017999;148.215.245;Bowen;AU
ZBR;OIZC;AS;2.544.319;60.382.167;Konarak;IR
ZBY;VLSB;AS;192.436;1.017.093;Sainyabuli;LA
ZCL;MMZC;NA;228.971;'-102.686996;Zacatecas;MX
ZEC;FASC;AF;'-26.52409935;29.170.099.258.399.900;Secunda;ZA
ZEG;WAKQ;AS;'-5.6908;1.393.502;Senggo-Papua Island;ID
ZEL;CBBC;NA;52.185.001;'-128.156994;Bella Bella;CA
ZEM;CZEM;NA;52.226.398;'-78.522499;Eastmain River;CA
ZER;VEZO;AS;27.588.301;93.828.102;Ziro;IN
ZFA;CZFA;NA;6.220.750.045.776.360;'-133.37600708007812;Faro;CA
ZFD;CZFD;NA;593.344;'-107.181999;Fond-du-Lac;CA
ZFM;CZFM;NA;67.406.993;'-134.860182;Fort McPherson;CA
ZFN;CZFN;NA;64.909.496;'-125.570297;Tulita;CA
ZFU;;SA;'-23.4086112976;'-46.330554962200004;Arujá;BR
ZFW;;NA;56.081.401.825;'-118.434997559;Fairview;CA
ZGF;CZGF;NA;49.015.598;'-118.431;Grand Forks;CA
ZGI;CZGI;NA;54.839.699;'-94.078598;Gods River;CA
ZGL;YSGW;OC;'-25.67464;142.089.171;;AU
ZGM;FLNA;AF;'-15.9658;259.333;Ngoma;ZM
ZGR;CZGR;NA;52.045.417;'-95.46617;Little Grand Rapids;CA
ZGS;;NA;50.259.553;'-60.674357;Le Golfe-du-Saint-Laurent;CA
ZGU;NVSQ;OC;'-14.2181;167.587.006;Gaua Island;VU
ZHM;VGSH;AS;24.398.333;91.916.944;Shamshernagar;BD
ZHP;CZHP;NA;553.936;'-116.474998;High Prairie;CA
ZIA;UUBW;EU;55.553.299;38.150.002;Moscow;RU
ZIC;SCTO;SA;'-38.245602;'-72.348602;Victoria;CL
ZIG;GOGG;AF;125.556;'-16.281799;Ziguinchor;SN
ZIH;MMZH;NA;17.601.771;'-101.460629;Ixtapa;MX
ZIX;UEVV;AS;667.965.011.597;123.361.000.061;Zhigansk;RU
ZJG;CZJG;NA;5.451.890.182.495.110;'-98.04609680175781;Jenpeg;CA
ZJN;CZJN;NA;52.120.602;'-101.236;Swan River;CA
ZKB;FLKY;AF;'-8.525;30.663;Kasaba Bay;ZM
ZKE;CZKE;NA;52.282.501;'-81.677803;Kashechewan;CA
ZKG;;NA;50.195.801;'-61.2658;Côte-Nord-du-Golfe-du-Saint-Laurent;CA
ZKP;UESU;AS;657.485;1.508.889;Zyryanka;RU
ZLO;MMZO;NA;191.448;'-104.558998;Manzanillo;MX
ZLR;;SA;'-35.861698;'-71.548599;Linares;CL
ZLT;;NA;508.307.991.027.832;'-58.97560119628906;La Tabatière;CA
ZLX;HSZA;AF;129.437;235.631;Zalingei;SD
ZMH;CZML;NA;51.736.099.243.199.900;'-121.333000183;108 Mile;CA
ZMM;MMZM;NA;20.045;'-102.276001;Zamora;MX
ZMT;CZMT;NA;540.275;'-132.125;Masset;CA
ZNA;;NA;49.169.813;'-123.933845;Nanaimo;CA
ZNC;;NA;609.807.014.465;'-159.994003296;Nyac;US
ZND;DRZR;AF;13.779.000.282.287.500;8.983.759.880.065.910;Zinder;NE
ZNE;YNWN;OC;'-23.417800903299998;119.803.001.404;Newman;AU
ZNZ;HTZA;AF;'-6.22202;39.224.899;Zanzibar;TZ
ZOF;;NA;523.666.992.188;'-127.717002869;Ocean Falls;CA
ZOS;SCJO;SA;'-40.611198;'-73.060997;Osorno;CL
ZPB;CZPB;NA;53.890.885;'-92.195935;Sachigo Lake;CA
ZPC;SCPC;SA;'-39.292801;'-71.915901;Pucon;CL
ZPH;KZPH;NA;28.228.201;'-82.155899;Zephyrhills;US
ZPO;CZPO;NA;555.280.990.601;'-106.582000732;Pinehouse Lake;CA
ZQN;NZQN;OC;'-45.021099;168.738.998;Queenstown;NZ
ZQS;;NA;5.325.282;'-132.074214;Queen Charlotte;CA
ZQW;EDRZ;EU;492.094;740.056;Zweibrücken;DE
ZQZ;ZBZJ;AS;40.738.602;114.930.278;Zhangjiakou;CN
ZRH;LSZH;EU;47.458.056;8.548.056;Zurich;CH
ZRJ;CZRJ;NA;529.436;'-91.312798;Round Lake;CA
ZRM;WAJI;AS;'-1.873077;138.753.275;Sarmi;ID
ZRZ;;SA;9.350.306;'-65.280655;Zaraza;VE
ZSA;MYSM;NA;24.063.299;'-74.524002;San Salvador;BS
ZSE;FMEP;AF;'-21.319362;55.422.506;Saint-Pierre;RE
ZSJ;CZSJ;NA;5.306.420.135.498.040;'-93.34439849853516;Sandy Lake;CA
ZSS;DISS;AF;4.928.888;'-6.133156;Sassandra;CI
ZST;CZST;NA;55.935.410.448;'-129.982434511;Stewart;CA
ZSW;CZSW;NA;54.333.302;'-130.283005;Prince Rupert;CA
ZTA;NTGY;OC;'-20.784262;'-138.56796;Tureia;PF
ZTB;;NA;50.674.400.329.589.800;'-59.38359832763672;Tête-à-la-Baleine;CA
ZTH;LGZA;EU;377.509;208.843;Zakynthos;GR
ZTM;CZTM;NA;5.586.356;'-92.081137;Shamattawa;CA
ZTS;;NA;49.92;'-126.655;Tahsis;CA
ZTU;UBBY;AS;41.557.823;46.669.464;Zaqatala;AZ
ZUC;CZUC;NA;49.428.204;'-91.720418;Ignace;CA
ZUD;SCAC;SA;'-41.904251;'-73.796571;Ancud;CL
ZUH;ZGSD;AS;22.006.399;113.375.999;Zhuhai (Jinwan);CN
ZUL;OEZL;AS;26.350.000.381.469.700;4.483.300.018.310.540;Zilfi;SA
ZUM;CZUM;NA;535.619.010.925.293;'-64.10639953613281;Churchill Falls;CA
ZVA;FMMN;AF;'-19.562799;45.450.802;Miandrivazo;MG
ZVG;;OC;'-17.7869;127.669.998;Springvale;AU
ZVK;VLSK;AS;1.655.660.057.067.870;10.476.000.213.623.000;;LA
ZWA;FMND;AF;'-14.651700019836426;49.620.601.654.052.700;;MG
ZWL;CZWL;NA;58.106.899;'-103.171997;Wollaston Lake;CA
ZXT;UBTT;AS;40.494.884;49.977.065;Zabrat;AZ
ZYL;VGSY;AS;24.963.832;91.864.843;Sylhet;BD
ZZO;UHSO;AS;506.692.008.972;142.761.001.587;Tymovskoye;RU
ZZU;FWUU;AF;'-11.4447;34.011.799;Mzuzu;MW
ZZV;KZZV;NA;399.444.007.874;'-81.89209747310001;Zanesville;US
;BGSQ;NA;70.011.448;'-51.932142;Saqqaq;GL
;BIBA;EU;63.556.099;'-20.137501;Bakki;IS
;BIBR;EU;65.074.583;'-21.802193;Búðardalur;IS
;CYAV;NA;500.564;'-97.032501;Winnipeg/Saint Andrews;CA
;CYAW;NA;44.636.782;'-63.502107;Halifax;CA
;CYAX;NA;50.294.399;'-96.010002;Lac du Bonnet;CA
;CYPK;NA;49.216.099;'-122.709999;Pitt Meadows;CA
;CZBA;NA;43.441.453;'-79.850103;Burlington;CA
;CZNL;NA;49.494.202;'-117.301003;Nelson;CA
;CZVL;NA;536.675;'-113.853996;Edmonton;CA
;DAAB;AF;36.503.601;281.417;Blida;DZ
;DAAK;AF;36.545.799;287.611;Boufarik;DZ
;DAAM;AF;361.087;63.646;Telerghma;DZ
;DAAN;AF;26.712.418;0.288219;Reggane;DZ
;DAAQ;AF;35.525.398;287.871;Ain Oussera;DZ
;DAAW;AF;28.136.042;6.836.156;Bordj Omar Driss;DZ
;DAAZ;AF;35.752.955;0.625877;Relizane;DZ
;DAOC;AF;31.642.901;'-2.18466;Béchar;DZ
;DAOE;AF;35.735.401;'-0.805389;Bousfer;DZ
;DBBC;AF;7.125.417;2.046.806;Bohicon;BJ
;DBBO;AF;11.046.563;0.992613;Porga;BJ
;DBBR;AF;1.027.409;2.697.082;Bembereke;BJ
;DFCB;AF;13.4;'-1.067;Barsalogho;BF
;DFCD;AF;12.55;'-2.617;Didyr;BF
;DFCG;AF;13.317;'-1.533;Kongoussi;BF
;DFCK;AF;12.267;'-2.4;Koudougou;BF
;DFCR;AF;11.617.425;'-2.753686;Poura;BF
;DFCS;AF;13.440.602;'-1.994359;Seguenega;BF
;DFOA;AF;11.133;'-3.067;Dano;BF
;DFOH;AF;11.491.211;'-3.512817;Houndé;BF
;DFOR;AF;10.986.103;'-4.924793;Orodara;BF
;DGLN;AF;10.943.081;'-1.087356;Navrongo;GH
;DGLY;AF;9.425;'-0.004722;Yendi;GH
;DIBC;AF;7.033;'-4.533;Bocanda;CI
;DIDB;AF;5.351.385;'-4.403458;Dabou;CI
;DNBA;AF;10.294.402;9.816.672;Bauchi;NG
;DNBI;AF;9.102.856;601.475;Bida;NG
;DNEK;AF;4.642.841;7.949.139;Eket;NG
;DNES;AF;561.673;5.188.485;Escravos;NG
;DNGU;AF;1.217.286;6.696.136;Gusau;NG
;DRRA;AF;13.756.598;8.020.477;Tessaoua;NE
;DRRC;AF;13.663.003;4.099.674;Dogondoutchi;NE
;DRRD;AF;13.049.743;3.223.241;Dosso;NE
;DRRE;AF;13.953.047;0.7403;Tera;NE
;DRRG;AF;11.890.026;3.428.024;Gaya;NE
;DRRL;AF;142.032;14.744;Tillabery;NE
;DRRP;AF;12.484.498;2.398.452;La Tapoa;NE
;DRRU;AF;14.355.556;2.069.444;Ouallam;NE
;DRZD;AF;18.963.931;12.864.132;Dirkou;NE
;DRZF;AF;133.729;126.267;Diffa;NE
;DRZG;AF;13.890.296;10.177.106;Goure;NE
;DRZI;AF;19.066.198;841.496;Iferouane;NE
;DRZM;AF;132.055;120.323;Maine-Soroa;NE
;DTTB;AF;37.242.356;9.787.016;Borj Challouf;TN
;DXAK;AF;7.583;1.117;Atakpamé;TG
;DXDP;AF;10.800.417;0.242372;Dapaong;TG
;DXKP;AF;7.803.451;1.295.966;Anié;TG
;DXMG;AF;10.373.011;0.471382;Mango;TG
;DXSK;AF;8.994.275;1.153.004;Sokodé;TG
;EBAM;EU;50.740.101;34.849;Mont-de-l'Enclus;BE
;EBAR;EU;49.661.981;5.885.953;Arlon;BE
;EBAS;EU;51.247.065;454.272;Schilde;BE
;EBAV;EU;50.706.147;5.067.739;Hannut;BE
;EBBT;EU;5.134.259;4.503.451;Brasschaat;BE
;EBCF;EU;50.152.802;438.722;Cerfontaine;BE
;EBDT;EU;51.004.032;5.064.697;Diest;BE
;EBGB;EU;50.948.546;439.181;Grimbergen;BE
;EBGG;EU;507.556;386.389;Geraardsbergen;BE
;EBHN;EU;51.306.099;438.722;Hoevenen;BE
;EBKH;EU;51.180.957;5.221.124;Balen;BE
;EBLE;EU;51.12;5.307.222;Leopoldsburg;BE
;EBNM;EU;50.489.705;4.769.697;Namur;BE
;EBSG;EU;50.458.009;3.821;Saint Ghislain;BE
;EBSH;EU;500.359;540.425;Saint Hubert;BE
;EBSP;EU;50.482.006;5.913.434;Spa;BE
;EBTN;EU;507.817;495.778;Tienen;BE
;EBTX;EU;50.551.099;5.853.996;Verviers;BE
;EBTY;EU;50.531.639;3.496.185;Péruwelz;BE
;EBZH;EU;50.970.375;5.375.331;Hasselt;BE
;EBZW;EU;510.154;552.647;Genk;BE
;EDAQ;EU;51.552.223;12.053.889;Landsberg;DE
;EDAS;EU;51.634.641;1.367.505;Finsterwalde;DE
;EDAY;EU;52.580.555;13.916.667;Strausberg;DE
;EDEL;EU;49.908.333;7.907.778;Langenlonsheim;DE
;EDEP;EU;49.621.944;8.624.444;Heppenheim;DE
;EDFA;EU;50.288.334;8.533.889;Wehrheim;DE
;EDFE;EU;49.96;8.643.043;Egelsbach;DE
;EDFK;EU;50.210.556;10.068.889;Bad Kissingen;DE
;EDFQ;EU;51.035.268;8.681.002;Allendorf (Eder);DE
;EDFZ;EU;49.967.499;8.147.222;Mainz;DE
;EDGZ;EU;49.566.763;861.145;Weinheim;DE
;EDHB;EU;54.244.446;11.024.722;Grube;DE
;EDHE;EU;53.645.477;9.703.503;Heist;DE
;EDHO;EU;5.370.031;9.742.119;Tornesch;DE
;EDKV;EU;5.040.611;6.530.256;Dahlhem;DE
;EDLD;EU;51.616.018;6.861.262;Hünxe;DE
;EDLS;EU;51.995.834;6.840.556;Stadtlohn;DE
;EDLU;EU;51.830.601;817.472;;DE
;EDMN;EU;48.106.945;10.525;Tussenhausen;DE
;EDPH;EU;49.268.019;11.012.606;Büchenbach;DE
;EDRH;EU;49.610.558;7.186.667;Hoppstädten;DE
;EDRN;EU;4.996.992;7.478.357;Nannhausen;DE
;EDRT;EU;49.863.888;67.875;Föhren;DE
;EDRY;EU;49.304.722;8.451.389;Speyer;DE
;EDTB;EU;48.791.943;8.185.833;Baden-Baden;DE
;EDTF;EU;48.022.778;78.325;Freiburg im Breisgau;DE
;EDUG;EU;5.300.628;13.202.177;Gransee;DE
;EDVA;EU;51.854.168;10.025.556;Bad Gandersheim;DE
;EDWO;EU;52.286.388;7.969.722;Osnabrück;DE
;EDXA;EU;5.237.722;7.913.333;Bramsche;DE
;EDXP;EU;53.706.669;7.820.278;Harlesiel;DE
;EDXS;EU;53.335.556;9.259.444;Zeven;DE
;EEEI;EU;59.259.599;24.204.799;Keila;EE
;EEJI;EU;59.325.974;27.392.883;Jõhvi;EE
;EEKU;EU;58.148.039;23.998.523;Saareküla;EE
;EENA;EU;59.388.599;281.136;Narva;EE
;EERA;EU;5.899.028;24.716.386;Rapla;EE
;EERI;EU;57.939.999;26.979;Suurküla;EE
;EERU;EU;5.778.559;23.262.377;Ringsu;EE
;EEVI;EU;58.348.374;25.494.831;Viljandi;EE
;EGCJ;EU;53.788.458;'-1.216877;Selby, North Yorkshire;GB
;EGCM;EU;53.834.747;'-1.194678;Tadcaster, North Yorkshire;GB
;EGHL;EU;5.118.744;'-1.031663;Alton, Hampshire;GB
;EGKR;EU;512.136;'-0.138611;Redhill, Surrey;GB
;EGLW;EU;5.146.992;'-0.179538;London;GB
;EGMF;EU;51.332.788;0.601058;Sittingbourne, Kent;GB
;EGPW;EU;607.472;'-0.85385;Baltasound, Shetland Islands;GB
;EGSQ;EU;51.785;1.13;Clacton-on-Sea, Essex;GB
;EGSU;EU;52.090.801;0.131944;Duxford;GB
;EGSV;EU;52.497.501;105.194;Old Buckenham, Norfolk;GB
;EGWN;EU;51.790.699;'-0.737972;Halton, Buckinghamshire;GB
;EHAL;EU;53.453.612;5.678.396;Ballum;NL
;EHBD;EU;51.255.299;560.139;Weert;NL
;EHDL;EU;520.606;587.306;Arnhem;NL
;EHDR;EU;53.117.933;6.127.324;Drachten;NL
;EHMC;EU;52.236.685;5.749.192;Uddel;NL
;EHSE;EU;51.554.901;4.553.003;Hoeven;NL
;EHTE;EU;52.242.764;6.050.004;Deventer;NL
;EIAB;EU;53.591.373;'-7.642947;Abbeyshrule;IE
;EIBB;EU;53.505.556;'-6.237778;Fingal;IE
;EIBR;EU;53.070.599;'-7.897468;Birr;IE
;EICL;EU;53.249.657;'-7.122746;Clonbullogue;IE
;EICM;EU;53.300.201;'-8.94159;Galway;IE
;EICN;EU;526.665;'-8.68183;Limerick;IE
;EILT;EU;54.951.302;'-7.67283;Letterkenny;IE
;EIWT;EU;53.351.622;'-6.490357;Leixlip;IE
;ELLZ;EU;49.603.429;6.128.129;Luxembourg;LU
;ENQE;EU;60.700.001;2.933.611;;NO
;ENQO;EU;60.389.702;2.795.556;;NO
;ENRY;EU;59.378.817;10.785.439;Oslo;NO
;ENSN;EU;59.185.001;956.694;Geiteryggen;NO
;EPAR;EU;49.657.501;22.514.298;Wola Korzeniecka;PL
;EPBA;EU;49.805;190.019;Bielsko-Biała;PL
;EPBC;EU;52.269.199;20.907.203;Warsaw;PL
;EPBD;EU;53.105.214;17.960.376;Bydgoszcz;PL
;EPBK;EU;53.101.398;23.170.601;Białystok;PL
;EPBO;EU;53.951.046;17.948.034;Borsk;PL
;EPCE;EU;54.416.525;17.765.734;Siemirowice;PL
;EPDA;EU;54.404.701;163.531;Darłowo;PL
;EPDE;EU;51.551.021;21.892.322;Dęblin;PL
;EPEL;EU;541.408;194.233;Elbląg;PL
;EPGI;EU;53.524.399;18.849.199;Grudziądz;PL
;EPKA;EU;50.896.702;20.731.701;Kielce;PL
;EPKN;EU;50.530.598;18.079.283;Kamień Śląski;PL
;EPLY;EU;52.004.945;19.143.792;Leźnica Wielka;PL
;EPPG;EU;52.235.001;16.243;Kąkolewo;PL
;EPRU;EU;50.884.716;19.201.842;Rudniki;PL
;EPSD;EU;53.390.659;14.632.774;Szczecin;PL
;EPSK;EU;54.410.036;17.090.572;Krępa Słupska;PL
;EPSN;EU;537.906;158.263;;PL
;ESCF;EU;58.397.666;15.522.422;Linköping;SE
;ESCM;EU;59.897.301;175.886;Uppsala;SE
;ESFA;EU;56.134.407;13.875.647;Hässleholm;SE
;ESFR;EU;584.981;130.532;Råda;SE
;ESFS;EU;57.064.935;16.861.854;Sandvik;SE
;ESGA;EU;581.772;119.735;Uddevalla;SE
;ESGC;EU;58.134.499;13.602.097;Ålleberg;SE
;ESGD;EU;58.192.146;13.998.156;Tidaholm;SE
;ESGE;EU;57.695.935;12.845.002;Borås;SE
;ESGF;EU;56.968.598;12.388.047;Falkenberg;SE
;ESGH;EU;58.032.376;13.108.642;Herrljunga;SE
;ESGI;EU;57.948.888;12.575.827;Alingsås;SE
;ESGK;EU;581.698;135.878;Falköping;SE
;ESGM;EU;57.445.301;12.649;Öresten;SE
;ESGN;EU;58.573.374;13.611.237;Götene;SE
;ESGO;EU;58.039.306;12.785.781;Vårgårda;SE
;ESGS;EU;5.901.676;11.341.344;Strömstad;SE
;ESGU;EU;58.366.493;11.773.879;Uddevalla;SE
;ESGV;EU;57.125.052;12.229.157;Varberg;SE
;ESGY;EU;59.084.479;1.294.936;Säffle;SE
;ESME;EU;55.848.923;13.329.935;Eslöv;SE
;ESML;EU;55.946.124;12.870.001;Härslöv;SE
;ESMU;EU;56.572.514;1.416.885;Älmhult;SE
;ESMV;EU;57.292.194;14.136.792;;SE
;ESMY;EU;57.168.598;134.402;Smålandsstenar;SE
;ESMZ;EU;57.328.236;17.050.524;Ölanda;SE
;ESNA;EU;637.383;154.583;Hallviken;SE
;ESNM;EU;63.128.601;148.028;;SE
;ESNP;EU;653.983;21.260.799;Piteå;SE
;ESNR;EU;61.189.999;147.126;;SE
;ESQO;EU;593.866;159.241;;SE
;ESSG;EU;60.088.299;150.964;Ludvika;SE
;ESVK;EU;59.017.988;16.221.775;Katrineholm;SE
;ESVM;EU;60.658.798;137.266;Malung;SE
;ESVQ;EU;59.528.083;15.970.064;Köping;SE
;ESVS;EU;60.785.099;148.272;Siljansnäs;SE
;ETEB;EU;49.308.201;106.387;Ansbach;DE
;ETHA;EU;47.835.499;108.712;Altenstadt;DE
;ETHB;EU;522.785;908.217;Bückeburg;DE
;ETHC;EU;52.591.202;100.221;Celle;DE
;ETHE;EU;52.291.199;7.387;;DE
;ETHL;EU;48.220.299;991.002;Laupheim;DE
;ETHN;EU;4.939.162;9.956.747;Niederstetten;DE
;ETHS;EU;52.919.399;10.185.827;Faßberg;DE
;ETIC;EU;496.987;119.402;Grafenwöhr;DE
;ETIH;EU;49.216.541;11.836.064;Hohenfels;DE
;ETND;EU;52.585.556;8.342.222;Diepholz;DE
;ETNH;EU;54.312.199;953.817;Hohn;DE
;ETNN;EU;508.312;665.817;Nörvenich;DE
;ETNT;EU;53.547.798;766.733;Wittmund;DE
;ETNW;EU;52.457.298;942.717;;DE
;ETSB;EU;50.173.801;706.333;Alflen;DE
;ETSH;EU;51.767.799;131.677;Holzdorf;DE
;ETSL;EU;48.185.504;108.612;Graben;DE
;ETSN;EU;48.710.999;112.115;Neuburg an der Donau;DE
;ETWM;EU;52.723.202;732.633;;DE
;EVAD;EU;57.098.591;24.266.718;Ādaži;LV
;EVGA;EU;56.778.301;24.853.901;Lielvarde;LV
;EVPA;EU;56.815.668;24.524.324;Ikshkile;LV
;EVRS;EU;569.911;24.075.001;Riga;LV
;EYBI;EU;561.758;247.603;Biržai;LT
;EYDR;EU;54.015.793;23.944.797;Druskininkai;LT
;EYKL;EU;55.712.021;21.242.892;Klaipėda;LT
;EYKS;EU;54.879.799;238.815;Kaunas;LT
;EYKT;EU;55.921.791;21.566.704;Kartena;LT
;EYMA;EU;56.230.598;22.259.399;Tirkšliai / Mažeikiai;LT
;EYMM;EU;5.466.433;23.455.279;Sasnava;LT
;FAAE;AF;'-32.466386;24.064.016;Aberdeen;ZA
;FAAF;AF;'-34.763345;20.036.357;Struisbaai;ZA
;FAAM;AF;'-26.633803;30.605.561;Amsterdam;ZA
;FAAN;AF;'-30.681072;26.730.141;Aliwal North;ZA
;FAAS;AF;'-33.837978;20.049.838;Ashton;ZA
;FABB;AF;'-26.2386;283.018;Brakpan;ZA
;FABW;AF;'-32.299999;22.67;Beaufort West;ZA
;FACN;AF;'-30.9886;22.131.701;Carnarvon;ZA
;FACW;AF;'-32.177;188.819;Clanwilliam;ZA
;FAEO;AF;'-26.4956;29.979.799;Ermelo;ZA
;FAGR;AF;'-32.1936;24.541.401;Graaff-Reinet;ZA
;FAGT;AF;'-33.284698;264.981;Grahamstown;ZA
;FAGY;AF;'-29.122;305.867;Greytown;ZA
;FAHA;AF;'-28.078699;268.612;Virginia;ZA
;FAHG;AF;'-26.51;28.389.999;Heidelburg;ZA
;FAHV;AF;'-30.562111;25.529.343;Gariepdam;ZA
;FAKR;AF;'-26.080826;27.725.915;Krugersdorp;ZA
;FAKS;AF;'-27.660601;273.158;Kroonstad;ZA
;FALI;AF;'-26.175699;26.184.601;Lichtenburg;ZA
;FALM;AF;'-23.159901;29.696.501;Louis Trichardt Southwest;ZA
;FAMB;AF;'-25.684799;29.440.201;Middelburg;ZA
;FAMI;AF;'-24.9891;292.831;Marble Hall;ZA
;FAMJ;AF;'-27.0793;297.785;Amerspoort;ZA
;FAMS;AF;'-25.7045001984;269.090.003.967;Silveroaks;ZA
;FANY;AF;'-24.6861;284.349;Modimolle;ZA
;FAPF;AF;'-26.996901;30.840.799;Piet Retief;ZA
;FAPI;AF;'-23.9261;294.844;Polokwane;ZA
;FAPL;AF;'-27.3622;31.606.701;Pongola;ZA
;FAPY;AF;'-26.889299;27.503.401;Parys;ZA
;FARG;AF;'-25.6443;27.271.099;Rustenburg;ZA
;FASD;AF;'-32.9641;17.969.299;Saldanha-Vredenburg;ZA
;FASH;AF;'-33.980983;18.822.327;Stellenbosch;ZA
;FASI;AF;'-26.2494;28.398.272;Del Fouche;ZA
;FASK;AF;'-25.8097;281.646;Pretoria;ZA
;FASX;AF;'-34.048199;204.746;Swellendam;ZA
;FASY;AF;'-26.348697;27.779.546;Hiltonia;ZA
;FATF;AF;'-28.26;229.932;Beeshoek;ZA
;FATP;AF;'-29.035109;2.616.268;Bloemfontein;ZA
;FATT;AF;'-26.775128;29.337.542;Standerton;ZA
;FAVM;AF;'-22.448099;293.377;Alldays;ZA
;FAVV;AF;'-26.566401;279.608;Vereeniging;ZA
;FAVW;AF;'-31.399401;23.156.401;Victoria West;ZA
;FAWI;AF;'-25.8323;29.191.999;Witbank;ZA
;FAWN;AF;'-33.77;18.74;Durbanville;ZA
;FAYP;AF;'-33.9002;18.498.301;Cape Town;ZA
;FAZR;AF;'-25.599001;26.042.299;Zeerust;ZA
;FBCO;AF;'-19.131115;23.102.505;Camp Okavango;BW
;FBGM;AF;'-19.338;221.544;Gumare;BW
;FBKG;AF;'-23.677969;22.817.767;Kang;BW
;FBKY;AF;'-25.049999;253.167;Kanye;BW
;FBMG;AF;'-23.18455;27.501.029;Machaneng;BW
;FBMM;AF;'-20.310743;23.907.773;Makalamabedi;BW
;FBNN;AF;'-19.6802;221.996;Nokaneng;BW
;FBNT;AF;'-20.216101;26.158.899;Nata;BW
;FBPT;AF;'-24.2211;253.473;;BW
;FBPY;AF;'-22.564087;27.136.745;Palapye;BW
;FBXB;AF;'-19.550501;230.548;Xaxaba;BW
;FBXG;AF;'-19.049999;23.09;;BW
;FDBT;AF;'-26.735201;317.759;Big Bend;SZ
;FDKB;AF;'-26.881528;31.488.889;Kubuta B;SZ
;FDMH;AF;'-26.0242;31.809.999;Mhlume;SZ
;FDNG;AF;'-25.798056;314.125;Ngonini;SZ
;FDNH;AF;'-27.119494;31.212.118;Nhlangano;SZ
;FDNS;AF;'-26.987222;31.937.222;Nsoko;SZ
;FDSM;AF;'-26.200001;31.933.332;Simunye;SZ
;FDST;AF;'-26.471957;31.942.567;Siteki;SZ
;FDTM;AF;'-26.106429;31.919.489;Tambankulu;SZ
;FDTS;AF;'-25.983334;31.200.001;Tshaneni;SZ
;FDUB;AF;'-26.7708;31.936.399;Big Bend;SZ
;FEFA;AF;5.022.184;21.198.635;Alindao;CF
;FEFB;AF;5.403.889;26.487.222;Obo;CF
;FEFE;AF;437.465;21.131.901;Mobaye Mbanga;CF
;FEFK;AF;4.6;21.867.001;Kembé;CF
;FEFP;AF;7.25;16.433.001;Paoua;CF
;FEFQ;AF;6.983;19.183.001;Kaga-Bandoro;CF
;FEFU;AF;5.733;19.083;Sibut;CF
;FEGC;AF;6.917;15.617;Bocaranga;CF
;FEGG;AF;4.133;15.15;Gamboula;CF
